baybayin,ambiguity_type,word_count,unique_word_count,words
ᜎᜃᜒ,E/I,42,2,"lake, laki"
ᜊᜓᜆᜒ,COMBINED,40,2,"bote, buti"
ᜐᜒᜇ,COMBINED,38,3,"seda, sera, sira"
ᜆᜓᜇᜓ,COMBINED,38,3,"todo, toro, turo"
ᜇᜀᜈ᜔,D/R,36,2,"daan, raan"
ᜇᜋᜒ,D/R,35,2,"dami, rami"
ᜐᜓᜈᜓᜇ᜔,O/U,33,2,"sunod, sunud"
ᜐᜓᜎᜓ,O/U,32,2,"solo, sulo"
ᜇᜓᜂᜈ᜔,COMBINED,31,4,"doon, duon, roon, ruon"
ᜊᜓᜂ,O/U,29,2,"boo, buo"
ᜐᜃᜒᜆ᜔,E/I,29,2,"saket, sakit"
ᜇᜒᜆᜓ,COMBINED,28,3,"dito, reto, rito"
ᜆᜂ,O/U,28,2,"tao, tau"
ᜀᜌᜓᜐ᜔,O/U,27,2,"ayos, ayus"
ᜇᜓᜐ,COMBINED,25,3,"dusa, rosa, rusa"
ᜊᜒᜈ᜔ᜆ,E/I,24,2,"benta, binta"
ᜇᜎᜒ,COMBINED,24,3,"dale, dali, rali"
ᜇᜄ᜔ᜇᜄ᜔,D/R,23,2,"dagdag, ragdag"
ᜇᜒᜈᜒᜄ᜔,D/R,23,2,"dinig, rinig"
ᜐᜒᜄᜓᜇᜓ,E/I,22,2,"seguro, siguro"
ᜐᜒᜎ,E/I,22,2,"sela, sila"
ᜐᜓᜇᜒ,O/U,22,2,"sori, suri"
ᜊᜓᜆᜓ,O/U,21,2,"boto, buto"
ᜇᜋ᜔ᜇᜋ᜔,D/R,21,2,"damdam, ramdam"
ᜇᜆᜒ,D/R,21,2,"dati, rati"
ᜁᜏᜈ᜔,E/I,21,2,"ewan, iwan"
ᜆᜒᜇ,D/R,21,2,"tida, tira"
ᜆᜓᜆᜓ,O/U,21,2,"toto, tuto"
ᜑᜇᜒ,COMBINED,20,2,"hade, hari"
ᜎᜓᜆᜓ,O/U,18,2,"loto, luto"
ᜂᜉᜓ,O/U,18,2,"opo, upo"
ᜉᜓᜎᜓ,O/U,18,2,"polo, pulo"
ᜇᜋ,D/R,17,2,"dama, rama"
ᜊᜆᜒᜇ᜔,COMBINED,16,2,"bater, batid"
ᜋᜓᜇ,COMBINED,16,3,"moda, mora, mura"
ᜀᜋᜒᜈ᜔,E/I,15,2,"amen, amin"
ᜊᜎᜒ,E/I,15,2,"bale, bali"
ᜃᜓᜋ᜔ᜉ᜔ᜎᜒᜆᜓ,O/U,15,2,"kompleto, kumpleto"
ᜎᜒᜄᜒᜇ᜔,COMBINED,15,2,"leger, ligid"
ᜆᜓᜃ᜔ᜎᜐ᜔,O/U,15,2,"toklas, tuklas"
ᜀᜌᜓᜈ᜔,O/U,14,2,"ayon, ayun"
ᜇᜅᜎ᜔,D/R,14,2,"dangal, rangal"
ᜇᜌ,D/R,14,2,"daya, raya"
ᜇᜓᜋᜒ,D/R,14,2,"dumi, rumi"
ᜑᜁᜈ᜔,E/I,14,2,"haen, hain"
ᜑᜅᜇ᜔,D/R,14,2,"hangad, hangar"
ᜇᜒᜌᜓᜐ᜔,O/U,13,2,"diyos, diyus"
ᜇᜓᜇ,COMBINED,13,3,"duda, dura, roda"
ᜃᜓᜎ,O/U,13,2,"kola, kula"
ᜉᜓᜂᜆ᜔,O/U,13,2,"poot, puot"
ᜉᜓᜐᜓ,O/U,13,2,"poso, puso"
ᜆᜁ,E/I,13,2,"tae, tai"
ᜇᜒᜑᜒᜐ᜔ᜆ᜔ᜇᜓ,D/R,12,2,"dehistro, rehistro"
ᜇᜒᜃᜒᜆ᜔,D/R,12,2,"dikit, rikit"
ᜄᜊᜒ,E/I,12,2,"gabe, gabi"
ᜎᜎᜓ,O/U,12,2,"lalo, lalu"
ᜋᜓᜈ᜔ᜇᜓ,O/U,12,2,"mondo, mundo"
ᜐᜇ,D/R,12,2,"sada, sara"
ᜆᜒᜎ,E/I,12,2,"tela, tila"
ᜊᜎᜓᜆ᜔,O/U,11,2,"balot, balut"
ᜊᜇᜒᜎ᜔,E/I,11,2,"barel, baril"
ᜇᜒᜉᜐᜓ,D/R,11,2,"depaso, repaso"
ᜇᜒᜈ᜔,D/R,11,2,"din, rin"
ᜁᜅ᜔ᜎᜒᜐ᜔,E/I,11,3,"englis, ingles, inglis"
ᜁᜆᜓ,E/I,11,2,"eto, ito"
ᜑᜒᜄᜈ᜔ᜆᜒ,E/I,11,2,"higante, higanti"
ᜃᜓᜉ᜔ᜌ,O/U,11,2,"kopya, kupya"
ᜎᜑᜇ᜔,D/R,11,2,"lahad, lahar"
ᜎᜒᜃᜓᜇ᜔,D/R,11,2,"likod, likor"
ᜉᜇ,D/R,11,2,"pada, para"
ᜆᜓᜇᜒ,COMBINED,11,2,"tore, turi"
ᜊᜓᜇ,COMBINED,10,2,"boda, bura"
ᜊᜓᜃᜎ᜔,O/U,10,2,"bokal, bukal"
ᜊᜓᜎ,O/U,10,2,"bola, bula"
ᜊᜓᜏᜒᜐ᜔,E/I,10,2,"buwes, buwis"
ᜇᜒᜃ᜔ᜎᜋᜓ,D/R,10,2,"deklamo, reklamo"
ᜇᜒᜎ,E/I,10,2,"dela, dila"
ᜇᜒᜈ᜔ᜆ,D/R,10,2,"denta, renta"
ᜇᜒᜌᜈ᜔,D/R,10,2,"diyan, riyan"
ᜁᜐ᜔ᜉᜒᜇᜒᜆᜓ,COMBINED,10,3,"espirito, espiritu, ispirito"
ᜑᜒᜎᜒ,E/I,10,2,"hele, hili"
ᜃᜓᜇᜓ,COMBINED,10,3,"kodo, koro, kuro"
ᜎᜒᜋ,E/I,10,2,"lema, lima"
ᜋᜒᜐ,E/I,10,2,"mesa, misa"
ᜂᜐᜓ,O/U,10,2,"oso, uso"
ᜉᜇᜒ,E/I,10,2,"pare, pari"
ᜀᜊᜓ,O/U,9,2,"abo, abu"
ᜊᜐᜒ,E/I,9,2,"base, basi"
ᜊᜒᜎᜒᜈ᜔,E/I,9,2,"belen, bilin"
ᜇᜆᜓ,COMBINED,9,3,"dato, datu, rato"
ᜇᜒᜐᜒᜐ᜔ᜌᜓᜈ᜔,E/I,9,2,"desisyon, disisyon"
ᜇᜒᜐᜓᜎ᜔ᜆ,D/R,9,2,"desulta, resulta"
ᜁᜐ᜔ᜆᜒᜎᜓ,E/I,9,2,"estilo, istilo"
ᜄᜌᜓᜈ᜔,O/U,9,2,"gayon, gayun"
ᜄᜓᜄᜓᜎ᜔,O/U,9,2,"gogol, gugol"
ᜃᜓᜈ᜔ᜐᜓᜎ᜔ᜆ,O/U,9,2,"konsulta, kunsulta"
ᜃᜓᜈ᜔ᜆ᜔ᜇᜆ,O/U,9,2,"kontrata, kuntrata"
ᜎᜎᜃᜒ,E/I,9,2,"lalake, lalaki"
ᜎᜐᜒ,E/I,9,2,"lase, lasi"
ᜎᜒᜊ᜔ᜇᜒ,E/I,9,2,"libre, libri"
ᜋᜇᜎᜒ,COMBINED,9,3,"madale, madali, marali"
ᜉᜇᜒᜐ᜔,E/I,9,2,"pares, paris"
ᜉᜓᜎᜒᜆᜒᜃ,O/U,9,2,"politika, pulitika"
ᜉᜓᜈ᜔ᜇᜓ,O/U,9,2,"pondo, pundo"
ᜐᜋᜓ,O/U,9,2,"samo, samu"
ᜀᜊᜓᜄᜇᜓ,O/U,8,2,"abogado, abugado"
ᜊᜇ᜔ᜌ,D/R,8,2,"badya, barya"
ᜊᜒᜈ᜔ᜆᜒ,E/I,8,2,"bente, binti"
ᜇᜋᜓ,D/R,8,2,"damo, ramo"
ᜇᜆ,D/R,8,2,"data, rata"
ᜇᜒᜊᜒᜐ᜔ᜌᜓᜈ᜔,COMBINED,8,2,"dibisyon, rebisyon"
ᜇᜓᜊ᜔ᜎᜒ,COMBINED,8,4,"doble, duble, dubli, ruble"
ᜇᜓᜂ,COMBINED,8,3,"doo, duo, roo"
ᜁᜇᜇ᜔,E/I,8,2,"edad, idad"
ᜁᜐ᜔ᜃᜓᜏᜒᜎ,E/I,8,2,"eskuwela, iskuwela"
ᜑᜒᜈ᜔ᜇᜒ,E/I,8,2,"hinde, hindi"
ᜃᜐᜒ,E/I,8,2,"kase, kasi"
ᜃᜓᜋ᜔ᜉᜈ᜔ᜌ,O/U,8,2,"kompanya, kumpanya"
ᜎᜓᜎ,O/U,8,2,"lola, lula"
ᜎᜓᜎᜓ,O/U,8,2,"lolo, lulo"
ᜋᜓᜈ᜔ᜆᜒ,COMBINED,8,2,"monte, munti"
ᜈᜒᜆᜓ,E/I,8,2,"neto, nito"
ᜈᜓᜂ,O/U,8,2,"noo, nuo"
ᜉᜇ᜔ᜆᜒ,E/I,8,2,"parte, parti"
ᜉᜒᜆ᜔ᜐ,E/I,8,2,"petsa, pitsa"
ᜉᜓᜂᜃ᜔,O/U,8,2,"pook, puok"
ᜉᜓᜐᜒᜐ᜔ᜌᜓᜈ᜔,COMBINED,8,3,"posesyon, posisyon, pusisyon"
ᜐᜇᜒ,COMBINED,8,2,"sade, sari"
ᜐᜒᜄᜓᜇᜇᜓ,E/I,8,2,"segurado, sigurado"
ᜐᜒᜃ᜔ᜇᜒᜆᜓ,E/I,8,2,"sekreto, sikreto"
ᜐᜒᜊᜓᜎ᜔,O/U,8,2,"sibol, sibul"
ᜂᜎᜒ,E/I,8,2,"ule, uli"
ᜀᜎᜒ,E/I,7,2,"ale, ali"
ᜀᜉᜆ᜔ᜈᜉᜓ,O/U,7,2,"apatnapo, apatnapu"
ᜊᜃ᜔ᜆᜒᜇ᜔ᜌ,E/I,7,2,"bakterya, baktirya"
ᜊᜓᜊᜓ,O/U,7,2,"bobo, bubo"
ᜇᜄᜆ᜔,D/R,7,2,"dagat, ragat"
ᜇᜉᜆ᜔,D/R,7,2,"dapat, rapat"
ᜇᜒ,COMBINED,7,4,"de, di, re, ri"
ᜇᜒᜎᜓᜐ᜔,COMBINED,7,3,"delos, relos, rilos"
ᜇᜒᜇᜒᜃ᜔ᜐᜒᜌᜓᜈ᜔,E/I,7,2,"dereksiyon, direksiyon"
ᜇᜒᜇᜒᜆ᜔ᜐᜓ,E/I,7,2,"deretso, diretso"
ᜇᜒᜆᜒᜇᜓ,COMBINED,7,3,"detiro, retiro, ritiro"
ᜇᜒᜁᜈ᜔,COMBINED,7,3,"diin, reen, riin"
ᜇᜓᜃ᜔ᜆᜓᜇ᜔,COMBINED,7,4,"doktod, doktor, duktod, duktor"
ᜇᜓᜃ᜔ᜆ᜔ᜇᜒᜈ,O/U,7,2,"doktrina, duktrina"
ᜁᜑᜒ,E/I,7,2,"ehe, ihi"
ᜁᜃ᜔ᜐᜋᜒᜈ᜔,E/I,7,2,"eksamen, iksamen"
ᜁᜐ᜔ᜆᜆ᜔ᜏ,E/I,7,2,"estatwa, istatwa"
ᜁᜐ᜔ᜆᜓᜇ᜔ᜌᜈ᜔ᜆᜒ,E/I,7,2,"estudyante, istudyante"
ᜄᜈᜓᜂᜈ᜔,O/U,7,2,"ganoon, ganuon"
ᜄᜓᜊ᜔ᜌᜒᜇ᜔ᜈᜓ,O/U,7,2,"gobyerno, gubyerno"
ᜃᜓᜈᜒᜑᜓ,O/U,7,2,"koneho, kuneho"
ᜃᜓᜅ᜔,O/U,7,2,"kong, kung"
ᜃᜓᜈ᜔ᜐᜓᜋᜓ,O/U,7,2,"konsumo, kunsumo"
ᜃᜓᜈ᜔ᜆᜒᜈ᜔ᜆᜓ,O/U,7,2,"kontento, kuntento"
ᜃᜓᜇ᜔ᜌᜒᜈ᜔ᜆᜒ,O/U,7,2,"koryente, kuryente"
ᜃᜓᜇ᜔ᜎᜒᜆ᜔,D/R,7,2,"kudlit, kurlit"
ᜋᜓᜎᜒ,E/I,7,2,"mule, muli"
ᜂᜇᜓ,COMBINED,7,3,"odo, oro, uro"
ᜂᜃ᜔ᜆᜓᜊ᜔ᜇᜒ,O/U,7,2,"oktobre, oktubre"
ᜂᜃᜓᜉᜇᜓ,O/U,7,2,"okupado, ukupado"
ᜂᜉᜒᜐᜒᜈ,O/U,7,2,"opisina, upisina"
ᜂᜇ᜔ᜇᜒᜈᜈ᜔ᜐ,E/I,7,2,"ordenansa, ordinansa"
ᜉᜒᜆᜓᜋ᜔ᜉᜓ,O/U,7,2,"pitumpo, pitumpu"
ᜉᜓᜎᜒᜐ᜔,O/U,7,2,"polis, pulis"
ᜉᜓᜎᜒᜆᜒᜃᜓ,O/U,7,2,"politiko, pulitiko"
ᜉᜓᜆ,O/U,7,2,"pota, puta"
ᜇᜒᜄᜎᜓ,E/I,7,2,"regalo, rigalo"
ᜇᜒᜐᜒᜆ,E/I,7,2,"reseta, riseta"
ᜐᜓᜋ᜔ᜊ᜔ᜇᜒᜇᜓ,O/U,7,2,"sombrero, sumbrero"
ᜆᜒᜃ,E/I,7,2,"teka, tika"
ᜆᜒᜅᜒ,E/I,7,2,"tenge, tingi"
ᜀᜇ,D/R,6,2,"ada, ara"
ᜀᜆᜒ,E/I,6,2,"ate, ati"
ᜊᜒᜈᜒᜆ᜔,E/I,6,2,"binet, binit"
ᜊᜒᜐᜒᜃ᜔ᜎᜒᜆ,E/I,6,2,"bisekleta, bisikleta"
ᜊᜓᜆᜐ᜔,O/U,6,2,"botas, butas"
ᜊᜓᜆᜒᜃ,O/U,6,2,"botika, butika"
ᜇᜑᜐ᜔,D/R,6,2,"dahas, rahas"
ᜇᜎᜏᜋ᜔ᜉᜓ,O/U,6,2,"dalawampo, dalawampu"
ᜇᜋ᜔ᜉᜓᜆ᜔,D/R,6,2,"dampot, rampot"
ᜇᜉᜓ,D/R,6,2,"dapo, rapo"
ᜇᜏ᜔,D/R,6,2,"daw, raw"
ᜇᜒᜎᜒᜃᜇᜓ,E/I,6,2,"delikado, dilikado"
ᜇᜒᜋᜓᜈ᜔ᜌᜓ,E/I,6,2,"demonyo, dimonyo"
ᜇᜒᜉᜓᜐᜒᜆᜓ,E/I,6,2,"deposito, diposito"
ᜇᜒᜐᜒᜈ᜔ᜆᜒ,E/I,6,2,"desente, disente"
ᜇᜒᜐ᜔ᜉᜒᜆᜓ,D/R,6,2,"despeto, respeto"
ᜇᜓᜈ᜔,O/U,6,2,"don, dun"
ᜇᜓᜃ᜔ᜑ,D/R,6,2,"dukha, rukha"
ᜁᜃ᜔ᜐᜃ᜔ᜆᜓ,E/I,6,2,"eksakto, iksakto"
ᜁᜋ᜔ᜊᜒᜐ᜔,E/I,6,3,"embes, imbes, imbis"
ᜁᜋ᜔ᜊᜓᜇ᜔ᜈᜎ᜔,COMBINED,6,3,"embornal, emburnal, imburnal"
ᜁᜇᜓᜉ᜔ᜎᜈᜓ,O/U,6,2,"eroplano, eruplano"
ᜁᜐ᜔ᜉᜒᜐ᜔ᜌᜎ᜔,E/I,6,2,"espesyal, ispesyal"
ᜁᜐ᜔ᜌᜓ,O/U,6,2,"isyo, isyu"
ᜁᜌᜓᜈ᜔,O/U,6,2,"iyon, iyun"
ᜃᜇ,D/R,6,2,"kada, kara"
ᜃᜓᜋᜒᜆᜒ,O/U,6,2,"komite, kumite"
ᜃᜓᜇᜓᜈ,O/U,6,3,"korona, koruna, kurona"
ᜃᜓᜆ,O/U,6,2,"kota, kuta"
ᜎᜋᜓᜈ᜔,O/U,6,2,"lamon, lamun"
ᜎᜒᜁᜄ᜔,E/I,6,2,"leeg, liig"
ᜎᜓᜊᜓ,O/U,6,2,"lobo, lubo"
ᜎᜓᜇᜓ,O/U,6,2,"loro, luro"
ᜈᜆᜒᜈ᜔,E/I,6,2,"naten, natin"
ᜂ,O/U,6,2,"o, u"
ᜂᜊ᜔ᜇ,O/U,6,2,"obra, ubra"
ᜂᜉᜒᜐ᜔ᜌᜎ᜔,O/U,6,2,"opisyal, upisyal"
ᜂᜆᜓ,O/U,6,2,"oto, uto"
ᜉᜊᜓᜇ᜔,D/R,6,2,"pabod, pabor"
ᜉᜒᜐᜓ,E/I,6,2,"peso, piso"
ᜉᜓᜎᜒᜐ᜔ᜌ,O/U,6,2,"polisya, pulisya"
ᜉᜓᜐ᜔ᜉᜓᜇᜓ,O/U,6,2,"posporo, puspuro"
ᜐᜋ᜔ᜉᜓ,O/U,6,2,"sampo, sampu"
ᜐᜒᜎ᜔ᜌᜓ,E/I,6,2,"selyo, silyo"
ᜐᜒᜋᜒᜈ᜔ᜆᜓ,E/I,6,2,"semento, simento"
ᜐᜒᜋᜒᜎ᜔ᜌ,E/I,6,2,"semilya, similya"
ᜐᜒᜉᜒᜎ᜔ᜌᜓ,E/I,6,2,"sepilyo, sipilyo"
ᜐᜒᜋ᜔ᜊᜓᜎᜓ,O/U,6,2,"simbolo, simbulo"
ᜐᜓᜎᜓᜅ᜔,O/U,6,2,"solong, sulong"
ᜐᜓᜋ,O/U,6,2,"soma, suma"
ᜆᜄᜓᜇᜒ,COMBINED,6,2,"tagore, taguri"
ᜆᜄᜓᜐ᜔,O/U,6,2,"tagos, tagus"
ᜆᜆ᜔ᜎᜓᜋ᜔ᜉᜓ,O/U,6,2,"tatlumpo, tatlumpu"
ᜆᜒᜋ,E/I,6,2,"tema, tima"
ᜆᜒᜐᜒᜐ᜔,E/I,6,3,"tesis, tises, tisis"
ᜆᜓᜃ,O/U,6,2,"toka, tuka"
ᜆᜓᜎ,O/U,6,2,"tola, tula"
ᜆᜓᜌᜓ,O/U,6,2,"toyo, tuyo"
ᜀᜊᜓᜄᜐ᜔ᜌ,O/U,5,2,"abogasya, abugasya"
ᜀᜎᜒᜉᜓᜇᜒᜐ᜔,O/U,5,2,"alipores, alipures"
ᜀᜈᜓᜋᜎ᜔ᜌ,O/U,5,2,"anomalya, anumalya"
ᜊᜇᜓ,D/R,5,2,"bado, baro"
ᜊᜅᜓᜐ᜔,O/U,5,2,"bangos, bangus"
ᜊᜂᜎ᜔,O/U,5,2,"baol, baul"
ᜊᜆᜒᜇ᜔ᜌ,E/I,5,2,"baterya, batirya"
ᜊᜒᜎᜓ,E/I,5,2,"belo, bilo"
ᜊᜒᜈᜒᜉᜒᜐ᜔ᜌᜓ,E/I,5,2,"benepisyo, benipisyo"
ᜊᜒᜊᜒ,E/I,5,2,"bibe, bibi"
ᜊᜒᜇ,D/R,5,2,"bida, bira"
ᜊᜓᜎ᜔ᜐ,O/U,5,2,"bolsa, bulsa"
ᜊᜓᜋ᜔ᜊᜒᜇᜓ,O/U,5,2,"bombero, bumbero"
ᜊᜓᜋᜓᜆᜓ,O/U,5,2,"bomoto, bumoto"
ᜊᜓᜆᜓᜈᜒᜐ᜔,O/U,5,2,"botones, butones"
ᜊᜓᜏᜒᜐᜒᜆ᜔,E/I,5,2,"buwesit, buwisit"
ᜇᜇᜓ,D/R,5,2,"dado, rado"
ᜇᜑᜒᜎ᜔,D/R,5,2,"dahil, rahil"
ᜇᜂ,D/R,5,2,"dao, rao"
ᜇᜒᜊᜓᜎᜓᜐ᜔ᜌᜓᜈ᜔,D/R,5,2,"debolusyon, rebolusyon"
ᜇᜒᜈ,COMBINED,5,3,"dena, dina, rina"
ᜇᜒᜐ᜔ᜌᜒᜇ᜔ᜆᜓ,E/I,5,2,"desyerto, disyerto"
ᜇᜒᜉᜒᜇᜒᜈ᜔ᜐ᜔ᜌ,COMBINED,5,2,"diperensya, reperensya"
ᜇᜓᜎᜓ,O/U,5,2,"dolo, dulo"
ᜇᜓᜂᜅ᜔,COMBINED,5,3,"doong, duong, roong"
ᜇᜓᜐᜒᜈ,O/U,5,2,"dosena, dusena"
ᜇᜓᜅᜒᜐ᜔,D/R,5,2,"dungis, rungis"
ᜇᜓᜈᜓᜅ᜔,D/R,5,2,"dunong, runong"
ᜁᜈ᜔ᜆ᜔ᜇᜒᜄ,E/I,5,2,"entrega, intriga"
